,title,img url,link,view count,posted date,source,relevant keywords
146,Vlog 성수동 난포 방문기 | 성수동맛집 | 난포 | 서울맛집 | 데이트 | 서울데이트맛집 | 평일데이트,https://i.ytimg.com/vi/_W_eZwUD_-Q/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNV5-AkUnVRDILEML7XOhL3oGnTA,https://www.youtube.com/watch?v=_W_eZwUD_-Q,75 views,8 months ago,황전무,"['안녕하세요~황전무입니다~', '근래에', '일이', '바뻐', '오랜만에', 'Vlog를', '올리네요ㅠㅠ', '평일', '와이프와', '데이트하러', '가서', '먹은', '성수동', '난포를', '...', '안녕하세요~황전무입니다~', '근래에', '일이', '바뻐', '오랜만에', 'Vlog를', '올리네요ㅠㅠ', '평일', '와이프와', '데이트하러', '가서', '먹은', '성수동', '난포를', '...', 'From', 'the', 'video', 'description']"
147,서울 비밀 맛집 숨은 곳에 이런 맛집이 있다니! 서울맛집 보리밥 맛집 리얼 후기#shorts #보리밥#서울맛집,https://i.ytimg.com/vi/7Ctqgp1q2KA/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARg_IE8oZTAP&rs=AOn4CLAiOW6roToBsAxPrbW3PJUnAANdug,https://www.youtube.com/shorts/7Ctqgp1q2KA,2.7K views,4 months ago,고르다일상,"['shorts', '#보리밥', '#서울맛집.', 'shorts', '#보리밥', '#서울맛집.', 'From', 'the', 'video', 'description']"
148,[서울맛집] 페어몬트 앰배서더 서울 애프터눈티. 럭셔리하게 당 보충하기,https://i.ytimg.com/vi/VUpKrr24PYo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYHPUwYPn6gfZqfoRzhEBH0Hd2Sg,https://www.youtube.com/watch?v=VUpKrr24PYo,240 views,8 months ago,캥소,"['캥소', '#여의도호텔', '#에프터눈티', '#앰배서더', '여의도에', '위치한', '페어몬드', '앰배서더', '서울', '1층', '더', '아트리움', '라운지', '애프터눈티', '/', '1인', '65000', '...', '캥소', '#여의도호텔', '#에프터눈티', '#앰배서더', '여의도에', '위치한', '페어몬드', '앰배서더', '서울', '1층', '더', '아트리움', '라운지', '애프터눈티', '/', '1인', '65000', '...', 'From', 'the', 'video', 'description']"
149,서울에서 원조인 진원조 닭한마리 후기 #shorts #서울맛집#닭한마리,https://i.ytimg.com/vi/Et-MgHntDfM/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIEwoRzAP&rs=AOn4CLD3iU33KSusHrymmuny002WoDAaTQ,https://www.youtube.com/shorts/Et-MgHntDfM,3K views,3 months ago,고르다일상,"['진원조', '닭한마리', '#shorts', '#닭한마리', '#서울맛집.', '진원조', '닭한마리', '#shorts', '#닭한마리', '#서울맛집.', 'From', 'the', 'video', 'description']"
150,서울 해장국 맛집 베스트 4,https://i.ytimg.com/vi/usXTXC7rMMQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDIivI84nFILw7uaX7laddQKRFUyQ,https://www.youtube.com/watch?v=usXTXC7rMMQ,243K views,3 years ago,토토로그,"['맛의', '평가는', '지극히', '주관적이다', '보니,', '재미있게', '봐', '주셨으면', '좋겠어요', '^^', '서울에서', '해장국이란', '이름을', '달면', '거의', '선지해장국을', '뜻하죠', '...', '맛의', '평가는', '지극히', '주관적이다', '보니,', '재미있게', '봐', '주셨으면', '좋겠어요', '^^', '서울에서', '해장국이란', '이름을', '달면', '거의', '선지해장국을', '뜻하죠', '...', 'From', 'the', 'video', 'description']"
151,서울에 유명한 이자카야 맛집인 '하루'를 다녀왔다 /서울/서울맛집/광진구맛집/중곡동맛집/군자역맛집/이자카야맛집/술집브이로그/맛집브이로그/VLOG/앙스토리/2021년/12월05일,https://i.ytimg.com/vi/v9cepDf0ybI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAi3coo2FpiToO5FEU1Lv7FaUAAZg,https://www.youtube.com/watch?v=v9cepDf0ybI,1.2K views,1 year ago,앙스토리-Ahn's Story-인천 토박이의 생활일기,"['예약은필수', '#분위기맛집', '#시간제한', '서울에', '사는', '친구의', '초대를', '받아', '군자역의', '유명한', '이자카야', '맛집', ""'하루'를"", '다녀왔다.', '숙성회도', '...', '예약은필수', '#분위기맛집', '#시간제한', '서울에', '사는', '친구의', '초대를', '받아', '군자역의', '유명한', '이자카야', '맛집', ""'하루'를"", '다녀왔다.', '숙성회도', '...', 'From', 'the', 'video', 'description']"
152,"서울 맛집 | 도심속 야외테라스 바베큐뷔페,벨루티 세일 쇼핑,갤러리아 백화점+마술 [마술사 하재용]",https://i.ytimg.com/vi/TLaswF-ApdE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7mggViYxR5D_uErlW0GzdEXP9gg,https://www.youtube.com/watch?v=TLaswF-ApdE,11K views,2 years ago,매직테이너 하재용,"['서울', '맛집', '도심속', '야외테라스', '바베큐뷔페,벨루티', '세일', '쇼핑,갤러리아', '백화점', '[하재용]', '---------------------------------------', '✔️안녕하세요', '...', '서울', '맛집', '도심속', '야외테라스', '바베큐뷔페,벨루티', '세일', '쇼핑,갤러리아', '백화점', '[하재용]', '---------------------------------------', '✔️안녕하세요', '...', 'From', 'the', 'video', 'description']"
153,한 달에 4번만 문을 여는 미친 가성비 끝판왕 심야식당,https://i.ytimg.com/vi/6F6htEOaTZw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAY9T1FZ5IL9HPh_d9FCBzp_SDNNA,https://www.youtube.com/watch?v=6F6htEOaTZw,351K views,3 weeks ago,김사원세끼,"['----------', '-', '취미로', '유튜브', '하고', '있습니다', '-', '식당', '광고는', '절대로', '하지', '않습니다.', '-', '실제로는', '회사를', '다니고', '있는', '평범한', '직장인입니다', '...', '----------', '-', '취미로', '유튜브', '하고', '있습니다', '-', '식당', '광고는', '절대로', '하지', '않습니다.', '-', '실제로는', '회사를', '다니고', '있는', '평범한', '직장인입니다', '...', 'From', 'the', 'video', 'description']"
154,[서울 브이로그] 여기 서울 맛집 보장합니다.,https://i.ytimg.com/vi/6ZzghTH36Vk/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTx-yApysRlygIxJPu8p3G0WwOOw,https://www.youtube.com/watch?v=6ZzghTH36Vk,433 views,2 years ago,올도라니_ altho Lani,"['서울맛집', '#서울카페', '#카페맛집', '#먹방', '#Mukbang', '#서울브이로그', '#초밥맛집', '#일식맛집', '#에스프레소', '#젤라또', '#바마셀', '#헬카페', '#스', '...', '서울맛집', '#서울카페', '#카페맛집', '#먹방', '#Mukbang', '#서울브이로그', '#초밥맛집', '#일식맛집', '#에스프레소', '#젤라또', '#바마셀', '#헬카페', '#스', '...', 'From', 'the', 'video', 'description']"
155,더파크뷰_신라호텔_부페_뷔페_서울맛집[광맛기행] THE PARK VIEW_Hotel SHILLA in Seoul,https://i.ytimg.com/vi/gmA10QEJ3fI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyw80AyEwVacbedrd_SI4gFC1N1A,https://www.youtube.com/watch?v=gmA10QEJ3fI,254 views,11 months ago,오광마,"['서울', '특별시', '중구에', '위치한', '호텔', '신라', '입니다.', '그', '곳에', '위치한', '더', '파크뷰(The', 'ParkView)', '입니다.', '주소', ':', '서울', '중구', '동호로', '249', 'PLACE', '...', '서울', '특별시', '중구에', '위치한', '호텔', '신라', '입니다.', '그', '곳에', '위치한', '더', '파크뷰(The', 'ParkView)', '입니다.', '주소', ':', '서울', '중구', '동호로', '249', 'PLACE', '...', 'From', 'the', 'video', 'description']"
156,"신림동 고시촌, 대학동 맛집투어 BEST 10곳",https://i.ytimg.com/vi/HMib5Lj2z7E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCxUNzANCJ3ItRNgYvhsiIdklfRg,https://www.youtube.com/watch?v=HMib5Lj2z7E,327K views,1 year ago,하이갱스 higaengs,"['신림동', '고시촌', '대학동', '서림동등등', '맛집을', '찾아봤는데요!', '역시', '다른동네와는', '다른', '가성비에', '놀랐었던', '굉장히', '훌륭한', '맛집이', '많았', '...', '신림동', '고시촌', '대학동', '서림동등등', '맛집을', '찾아봤는데요!', '역시', '다른동네와는', '다른', '가성비에', '놀랐었던', '굉장히', '훌륭한', '맛집이', '많았', '...', 'From', 'the', 'video', 'description']"
157,"마포역,공덕역 맛집투어 BEST 12곳, 직장인 맛집 한편으로 끝내기",https://i.ytimg.com/vi/n_nTgxRR0yI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBIf-aBqNf4ZZtIlv-aRLf2iQcT4A,https://www.youtube.com/watch?v=n_nTgxRR0yI,506K views,1 year ago,하이갱스 higaengs,N/A
158,"서울 동작구 상도동 빵집투어, 빵지순례 7곳 한편으로 끝내기",https://i.ytimg.com/vi/166kZkOBhyg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4V4am0baDgZ89i6GrADKxITGHzA,https://www.youtube.com/watch?v=166kZkOBhyg,47K views,1 month ago,하이갱스 higaengs,N/A
159,한우 오마카세 서울 맛집을 말도 안되는 가격으로 즐겨보자,https://i.ytimg.com/vi/Gx8GfNzbzsk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTdh-2MARYoSUWysvLEa15Uh9NHA,https://www.youtube.com/watch?v=Gx8GfNzbzsk,4.2K views,3 years ago,킴포크의 소주일기,"['요즘들어', '인기가', '많아진', '한우', '오마카세를', '한번', '가보고', '싶었는데', '가격이', '부담되기에', '방문하기', '어려웠는데', '합정에', '위치한', '우마담에서', '...', '요즘들어', '인기가', '많아진', '한우', '오마카세를', '한번', '가보고', '싶었는데', '가격이', '부담되기에', '방문하기', '어려웠는데', '합정에', '위치한', '우마담에서', '...', 'From', 'the', 'video', 'description']"
160,삼각지역 맛집 1탄 #삼각지역맛집 #서울맛집 #shorts,https://i.ytimg.com/vi/IFxC16CuY4k/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIFMoRDAP&rs=AOn4CLBBM6JbJs64ZvYuXVG_80Yh22lRfQ,https://www.youtube.com/shorts/IFxC16CuY4k,808 views,1 month ago,푸드 위키,"['삼각지역', '맛집', '1탄입니다.', '1.', '몽탄', '2.', '문배동육칼', '3.', '원대구탕', '#shorts', '#삼각지역맛집', '#서울맛집', '#삼각지역', '#용리단길', '#몽탄', '#문배동', '...', '삼각지역', '맛집', '1탄입니다.', '1.', '몽탄', '2.', '문배동육칼', '3.', '원대구탕', '#shorts', '#삼각지역맛집', '#서울맛집', '#삼각지역', '#용리단길', '#몽탄', '#문배동', '...', 'From', 'the', 'video', 'description']"
161,골목안을 구비구비: 무교동 이북만두 #서울 #맛집,https://i.ytimg.com/vi/mqBjLnZp9wE/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIGUoZTAP&rs=AOn4CLA54dBP6gIlD3OJDXbnsv4eK5L8Ag,https://www.youtube.com/shorts/mqBjLnZp9wE,13 views,1 month ago,Ken the Second life:r,N/A
162,"소피텔 앰베서더 서울 맛집 리뷰 2탄 (더 이탈리안 클럽, 모던샤브 하우스, 네기우나기야, 스시우미, 어물전 청)",https://i.ytimg.com/vi/g5UFhCpCQmk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfRTa1hiSHQLse6tiUxydE1LAaYA,https://www.youtube.com/watch?v=g5UFhCpCQmk,1.4K views,11 months ago,루미튜브,"['안녕하세요,', '루미튜브입니다!', '오늘은', '잠실', '소피텔', '앰베서더', '서울', '맛집', '리뷰', '1탄에', '이어', '따끈한', '2탄', '리뷰를', '들고왔습니당!', '#소피텔', '...', '안녕하세요,', '루미튜브입니다!', '오늘은', '잠실', '소피텔', '앰베서더', '서울', '맛집', '리뷰', '1탄에', '이어', '따끈한', '2탄', '리뷰를', '들고왔습니당!', '#소피텔', '...', 'From', 'the', 'video', 'description']"
163,"(sub) 맛집로그 #17 | 서울맛집, 새들러하우스, 서울카페, 크로플, 디저트 | 서울맛집투어, (SADDLER HAUS, Must-go tour) | 소보루 soboru",https://i.ytimg.com/vi/p5YMi2YE82U/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBCtRg1B--YQMHtgouQyS5Kye7n0Q,https://www.youtube.com/watch?v=p5YMi2YE82U,3.7K views,2 years ago,소보루 soboru,"['안녕하세요', '소보루', '입니다.', '브런치', '맛집', '새들러하우스에', '다녀왔어요', 'ㅎㅎ', '원래는', '더', '다양한', '브런치', '메뉴가', '주', '메뉴', '였던', '카페인데,', '...', '안녕하세요', '소보루', '입니다.', '브런치', '맛집', '새들러하우스에', '다녀왔어요', 'ㅎㅎ', '원래는', '더', '다양한', '브런치', '메뉴가', '주', '메뉴', '였던', '카페인데,', '...', 'From', 'the', 'video', 'description']"
164,"vlog. 더현대 서울 맛집◾️르프리크, 허리헝그리, 아이엠바오",https://i.ytimg.com/vi/pljjSSTEn7g/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAq9_TTK7-4icplBxEusQcgPBynyw,https://www.youtube.com/watch?v=pljjSSTEn7g,394 views,3 months ago,밤빛별 Bambitbyul,N/A
165,서울 맛집 투어 취미 다이어터 #다이어트 #shorts,https://i.ytimg.com/vi/ZaTgirNejms/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFcoQzAP&rs=AOn4CLBYMnD1BBL_x3r-YqDsqvrFwWhmKA,https://www.youtube.com/shorts/ZaTgirNejms,908 views,1 month ago,여주,N/A
166,마곡역가서 이걸 안먹었다고? #마곡맛집 #마곡 #서울맛집 #shorts,https://i.ytimg.com/vi/5nLlCJzBEcs/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIEcoJzAP&rs=AOn4CLDHpLD5gWs0C_yTGOvuCL_I80uWxg,https://www.youtube.com/shorts/5nLlCJzBEcs,1.9K views,1 month ago,푸드 위키,"['마곡역가면', '꼭', '방문해야', '할', '맛집', '1탄', '1.', '목로', '2.', '옥소반', '3.', '마담풍천', '#마곡맛집', '#마곡', '#서울맛집', '#shorts.', '마곡역가면', '꼭', '방문해야', '할', '맛집', '1탄', '1.', '목로', '2.', '옥소반', '3.', '마담풍천', '#마곡맛집', '#마곡', '#서울맛집', '#shorts.', 'From', 'the', 'video', 'description']"
167,"더 현대 서울 맛집탐방 - 호우섬,슈퍼말차,카멜커피ㅣThe Hyundai Seoul Department Store Restaurant Tour",https://i.ytimg.com/vi/-r0jVKoCHxg/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBnguAAqALigIMCAAQARhlIF8oVzAP&rs=AOn4CLBt-JxVI0BumGJrM7jjXw-czP6tYQ,https://www.youtube.com/shorts/-r0jVKoCHxg,109 views,1 year ago,EUNHO SON,"['shorts', '#Korean', '#Korea', '#더현대서울', '#호우섬', '#슈퍼말차', '#카멜커피', '#더현대서울맛집', 'The', 'Hyundai', 'Seoul', 'Yeouido', 'Premium', '...', 'shorts', '#Korean', '#Korea', '#더현대서울', '#호우섬', '#슈퍼말차', '#카멜커피', '#더현대서울맛집', 'The', 'Hyundai', 'Seoul', 'Yeouido', 'Premium', '...', 'From', 'the', 'video', 'description']"
168,"연말! 특별한날 추천하는 비프웰링턴, 연남동 맛집🫶🏻(서울 맛집, 홍대 맛집,연남동 술집)",https://i.ytimg.com/vi/YdhtFWo4rz4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjj7iOobWfkhSEaH6NTwoe59xN-w,https://www.youtube.com/watch?v=YdhtFWo4rz4,532 views,4 months ago,애슐랭,"['서울맛집', '#연남동', '#홍대', '남친', '생일이라서', '깜짝으로', '맛집을', '데리고', '갔는데용!!', '결과는', '대만족!!!!!', '끝까지', '시청해주시면', '감사합니다.', '서울맛집', '#연남동', '#홍대', '남친', '생일이라서', '깜짝으로', '맛집을', '데리고', '갔는데용!!', '결과는', '대만족!!!!!', '끝까지', '시청해주시면', '감사합니다.', 'From', 'the', 'video', 'description']"
169,[서울 맛집] 청년다방 #shorts,https://i.ytimg.com/vi/NJUios0bIPQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEcoJjAP&rs=AOn4CLDV5sbjaDJL0uuFQR0wF2SRKFL6Xg,https://www.youtube.com/shorts/NJUios0bIPQ,2.7K views,4 months ago,고트립,"['떡볶이', '맛집', '청년다방입니다~!', '서울', '맛집이', '궁금하시다면', '구독과', '좋아요', '눌러주세요', 'Youtube', '고트립', '구독', '좋아요', '알람', '설정하면', '...', '떡볶이', '맛집', '청년다방입니다~!', '서울', '맛집이', '궁금하시다면', '구독과', '좋아요', '눌러주세요', 'Youtube', '고트립', '구독', '좋아요', '알람', '설정하면', '...', 'From', 'the', 'video', 'description']"
170,서울에 이런곳이 있었어? 서울도심풍경맛집/당일여행/당일트레킹,https://i.ytimg.com/vi/YyskVANi1gY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLARJeaG8BKNE8MVLdVogws_i7B6dg,https://www.youtube.com/watch?v=YyskVANi1gY,34K views,8 days ago,김영수TV-여행과산행,"['여행#등산#국내여행#당일치기#대중교통여행', '서울도심의', '풍경을', '한눈에', '내려다', '볼', '수', '있는', '트레킹', '코스를', '소개하는', '영상입니다.', '여행#등산#국내여행#당일치기#대중교통여행', '서울도심의', '풍경을', '한눈에', '내려다', '볼', '수', '있는', '트레킹', '코스를', '소개하는', '영상입니다.', 'From', 'the', 'video', 'description']"
171,시골 60대 노부부 서울 맛집 나들이 / 어릴 적 살던 집은?,https://i.ytimg.com/vi/RLf4__dLpR4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyVv_T00OEa44JSYuHWQLmHajOHQ,https://www.youtube.com/watch?v=RLf4__dLpR4,430 views,9 months ago,뜰안에풍경,"['조선옥양념갈비', '#서울맛집나들이', '#60대노부부서울나들이', '갑자기', '집을', '나섰습니다.', '더', '늦기', '전에', '결행.', '역시', '몸과', '마음은', '따로국밥.', '조선옥양념갈비', '#서울맛집나들이', '#60대노부부서울나들이', '갑자기', '집을', '나섰습니다.', '더', '늦기', '전에', '결행.', '역시', '몸과', '마음은', '따로국밥.', 'From', 'the', 'video', 'description']"
172,"[TASTE of SEOUL] 궁중쉐프의 서울맛집 나들이 ""왕께서 드실 음식이니라!~""",https://i.ytimg.com/vi/s0LoxeBkY94/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGEo6HrHckJ-K6L_vrX406zqu1tw,https://www.youtube.com/watch?v=s0LoxeBkY94,473 views,1 year ago,K2H(케이투에이치),"['tasteofseoul2021', '#테이스트오브서울2021', '#테이스트오브서울', '✨', '서울', '레스토랑', '&', '바', '100선', '리뷰이벤트', '✨', '[궁중쉐프의', '서울맛집', '...', 'tasteofseoul2021', '#테이스트오브서울2021', '#테이스트오브서울', '✨', '서울', '레스토랑', '&', '바', '100선', '리뷰이벤트', '✨', '[궁중쉐프의', '서울맛집', '...', 'From', 'the', 'video', 'description']"
173,[4K 토요일 밤에 강남의 밤은 어떨까요????🔥🔥🔥] 늦은 밤에도 강남의 밤은 불타오르네요 😎😎😎GANGNAM/SEOUL/KOREA,https://i.ytimg.com/vi/_-KZpY5vnRw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOTIzEH6oEoOK2xGqCo-0qjwfEEQ,https://www.youtube.com/watch?v=_-KZpY5vnRw,15K views,4 days ago,Just Walk,"['...', '강남#강남역', '맛집#강남역', '술집#강남역', '클럽#홍대#홍대입구역#서울맛집#홍대맛집#홍대클럽#홍대술집#익선동#서울여행#종로#', '...', '...', '강남#강남역', '맛집#강남역', '술집#강남역', '클럽#홍대#홍대입구역#서울맛집#홍대맛집#홍대클럽#홍대술집#익선동#서울여행#종로#', '...', 'From', 'the', 'video', 'description']"
174,"서울맛집(종로구 신문로): 대만요리의 진수, 진아춘(구 중화)",https://i.ytimg.com/vi/IK8Jam32jVk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAu43621V2RgItRIHZOQgtP2GDUZw,https://www.youtube.com/watch?v=IK8Jam32jVk,1K views,3 years ago,이상우애널리스트,"['안녕하세요,', '이상우', '애널리스트입니다', '한줄평:', '중국', '말고', '대만음식을', '먹어보고싶다면', '강력추천(가격은', '꽤', '비쌈)', '...', '안녕하세요,', '이상우', '애널리스트입니다', '한줄평:', '중국', '말고', '대만음식을', '먹어보고싶다면', '강력추천(가격은', '꽤', '비쌈)', '...', 'From', 'the', 'video', 'description']"
175,갈 때마다 발길을 돌려야 했던 20년 업력의 웨이팅 오지는 동네 찐맛집,https://i.ytimg.com/vi/sincgd7o9YE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAfmOAE4qVrXFegoH36WqUOO0eaPQ,https://www.youtube.com/watch?v=sincgd7o9YE,299K views,1 year ago,김사원세끼,"['...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', '...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', 'From', 'the', 'video', 'description']"
176,[서울맛집] 숯불에 매콤하게 구워 강렬한 불맛나는 최고의 등뼈구이 먹을레옹 Korean food / mock duck hót dìsh,https://i.ytimg.com/vi/7IQ5VzSe4tY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxv0B1BhnfXr3sXZ8GpAZQxssKOQ,https://www.youtube.com/watch?v=7IQ5VzSe4tY,79 views,1 month ago,먹을레옹,"['명동에서', '뼈', '숯불구이', '맛있게', '잘', '먹었습니다~', '#서울맛집', '#신동궁감자탕', '#뼈숯불구이', '#뼈찜.', '명동에서', '뼈', '숯불구이', '맛있게', '잘', '먹었습니다~', '#서울맛집', '#신동궁감자탕', '#뼈숯불구이', '#뼈찜.', 'From', 'the', 'video', 'description']"
177,내가 어? 서울 맛집에 어? 고기 넣고 다 했어! #shorts,https://i.ytimg.com/vi/lwEl4ZUcVsM/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBjAKAAuADigIMCAAQARgwIEQofzAP&rs=AOn4CLCdAc3u5ax9_nhAus6YK09VrrqN0A,https://www.youtube.com/shorts/lwEl4ZUcVsM,918 views,6 months ago,선진TV,"['[유퀴즈온더선진]레전드', '영업왕', '탈탈', '털다(!!!)', '그런데', '이제', '고기를', '곁들인..', '[유퀴즈온더선진]레전드', '영업왕', '탈탈', '털다(!!!)', '그런데', '이제', '고기를', '곁들인..', 'From', 'the', 'video', 'description']"
178,서울 맛집 에는 이런 곳이 없어서 백종원 허영만도 추천할 부천 맛집 청담 물갈비,https://i.ytimg.com/vi/7HijcRtKhX8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSctm1JE1Jh2wkN86MXM0y86OIgw,https://www.youtube.com/watch?v=7HijcRtKhX8,450 views,1 year ago,킴포크의 소주일기,"['주소', ':', '경기', '부천시', '부일로459번길', '21', '1층', '연락처', ':', '032-663-2777', '술꾼들이라면', '겨울철', '꼭', '찾아가야하는', '부천역', '맛집.', '#부천맛집', '...', '주소', ':', '경기', '부천시', '부일로459번길', '21', '1층', '연락처', ':', '032-663-2777', '술꾼들이라면', '겨울철', '꼭', '찾아가야하는', '부천역', '맛집.', '#부천맛집', '...', 'From', 'the', 'video', 'description']"
179,"vlog 서울 맛집 다니고 전시 보는 일상, 한남동 리움 미술관, 국현미, 브런치, 코스 신상 하울, 호우섬, 미국 돌아가는 박사과정 학생",https://i.ytimg.com/vi/gRVeyWjdnJU/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXnypqJCvB72JGm6sJVlIRA1TgEA,https://www.youtube.com/watch?v=gRVeyWjdnJU,77 views,1 month ago,미니듀 miniidew,"['서울', '일상', '브이로그', '10년', '넘게', '맨', '천가방과', '이별..?', '미국', '돌아가는', '일상..', '강황라떼', '오근내', '닭갈비', '맛집', '더현대', '맘모스빵', '베즐리', '피자', '...', '서울', '일상', '브이로그', '10년', '넘게', '맨', '천가방과', '이별..?', '미국', '돌아가는', '일상..', '강황라떼', '오근내', '닭갈비', '맛집', '더현대', '맘모스빵', '베즐리', '피자', '...', 'From', 'the', 'video', 'description']"
180,[서울 맛집] 롯데호텔월드 라세느 #shorts,https://i.ytimg.com/vi/uUxslDGlz4w/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIGUoZTAP&rs=AOn4CLDBq_EBgb95fyBrTc0sfbUdAGSusw,https://www.youtube.com/shorts/uUxslDGlz4w,292 views,5 months ago,고트립,"['서울맛집', '롯데호텔월드', '라세느', '뷔페입니다~!', '서울', '맛집이', '궁금하시다면', '구독과', '좋아요', '눌러주세요', '고트립', '구독', '좋아요', '알람', '설정', '...', '서울맛집', '롯데호텔월드', '라세느', '뷔페입니다~!', '서울', '맛집이', '궁금하시다면', '구독과', '좋아요', '눌러주세요', '고트립', '구독', '좋아요', '알람', '설정', '...', 'From', 'the', 'video', 'description']"
